LocationType,Location,Race,TimeFrame,DataFormat,Data
County,Jefferson,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Jefferson,White Non-Hispanic,2010-2014,Currency,62625
County,Jefferson,White Non-Hispanic,2011-2015,Currency,62923
County,Jefferson,White Non-Hispanic,2012-2016,Currency,67230
County,Jefferson,White Non-Hispanic,2013-2017,Currency,65517
County,Jefferson,American Indian and Alaska Native,2014-2018,Currency,34375
County,Jefferson,Asian,2014-2018,Currency,NA
County,Jefferson,Black,2014-2018,Currency,NA
County,Jefferson,Hispanic or Latino,2014-2018,Currency,51991
County,Jefferson,Multiracial,2014-2018,Currency,61507
County,Jefferson,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Jefferson,White Non-Hispanic,2014-2018,Currency,65132
County,Jefferson,American Indian and Alaska Native,2015-2019,Currency,70938
County,Jefferson,Asian,2015-2019,Currency,110083
County,Jefferson,Black,2015-2019,Currency,NA
County,Jefferson,Hispanic or Latino,2015-2019,Currency,38214
County,Jefferson,Multiracial,2015-2019,Currency,59653
County,Jefferson,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Jefferson,White Non-Hispanic,2015-2019,Currency,68186
County,King,American Indian and Alaska Native,2005-2009,Currency,"*$44,544"
County,King,Asian,2005-2009,Currency,79894
County,King,Black,2005-2009,Currency,44352
County,King,Hispanic or Latino,2005-2009,Currency,47710
County,King,Multiracial,2005-2009,Currency,66908
County,King,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$57,727"
County,King,White Non-Hispanic,2005-2009,Currency,94708
County,King,American Indian and Alaska Native,2006-2010,Currency,"*$44,954"
County,King,Asian,2006-2010,Currency,82374
County,King,Black,2006-2010,Currency,43958
County,King,Hispanic or Latino,2006-2010,Currency,47519
County,King,Multiracial,2006-2010,Currency,71294
County,King,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$57,137"
County,King,White Non-Hispanic,2006-2010,Currency,96975
County,King,American Indian and Alaska Native,2007-2011,Currency,"*$54,063"
County,King,Asian,2007-2011,Currency,85508
County,King,Black,2007-2011,Currency,44569
County,King,Hispanic or Latino,2007-2011,Currency,48691
County,King,Multiracial,2007-2011,Currency,74275
County,King,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,62401
County,King,White Non-Hispanic,2007-2011,Currency,101166
County,King,American Indian and Alaska Native,2008-2012,Currency,"*$51,094"
County,King,Asian,2008-2012,Currency,87997
County,King,Black,2008-2012,Currency,45916
County,King,Hispanic or Latino,2008-2012,Currency,47987
County,King,Multiracial,2008-2012,Currency,73558
County,King,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,63333
County,King,White Non-Hispanic,2008-2012,Currency,102746
County,King,American Indian and Alaska Native,2009-2013,Currency,"*$49,224"
County,King,Asian,2009-2013,Currency,90694
County,King,Black,2009-2013,Currency,46170
County,King,Hispanic or Latino,2009-2013,Currency,46740
County,King,Multiracial,2009-2013,Currency,"*$72,876"
County,King,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$55,781"
County,King,White Non-Hispanic,2009-2013,Currency,103379
County,King,American Indian and Alaska Native,2010-2014,Currency,47254
County,King,American Indian and Alaska Native,2011-2015,Currency,50483
County,King,American Indian and Alaska Native,2012-2016,Currency,47500
County,King,American Indian and Alaska Native,2013-2017,Currency,52090
County,King,Asian,2010-2014,Currency,93325
County,King,Asian,2011-2015,Currency,96973
County,King,Asian,2012-2016,Currency,102075
County,King,Asian,2013-2017,Currency,107342
County,King,Black,2010-2014,Currency,44698
County,King,Black,2011-2015,Currency,47053
County,King,Black,2012-2016,Currency,46625
County,King,Black,2013-2017,Currency,49073
County,King,Hispanic or Latino,2010-2014,Currency,46479
County,King,Hispanic or Latino,2011-2015,Currency,48690
County,King,Hispanic or Latino,2012-2016,Currency,52011
County,King,Hispanic or Latino,2013-2017,Currency,56920
County,King,Multiracial,2010-2014,Currency,70720
County,King,Multiracial,2011-2015,Currency,48690
County,King,Multiracial,2012-2016,Currency,75682
County,King,Multiracial,2013-2017,Currency,81547
County,King,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,54674
County,King,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,61174
County,King,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,58477
County,King,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,62473
County,King,White Non-Hispanic,2010-2014,Currency,105783
County,King,White Non-Hispanic,2011-2015,Currency,107671
County,King,White Non-Hispanic,2012-2016,Currency,111833
County,King,White Non-Hispanic,2013-2017,Currency,117481
County,King,American Indian and Alaska Native,2014-2018,Currency,53988
County,King,Asian,2014-2018,Currency,115851
County,King,Black,2014-2018,Currency,52644
County,King,Hispanic or Latino,2014-2018,Currency,62190
County,King,Multiracial,2014-2018,Currency,90300
County,King,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,70292
County,King,White Non-Hispanic,2014-2018,Currency,124100
County,King,American Indian and Alaska Native,2015-2019,Currency,56893
County,King,Asian,2015-2019,Currency,125521
County,King,Black,2015-2019,Currency,55942
County,King,Hispanic or Latino,2015-2019,Currency,66488
County,King,Multiracial,2015-2019,Currency,96097
County,King,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,73457
County,King,White Non-Hispanic,2015-2019,Currency,130326
County,Kitsap,American Indian and Alaska Native,2005-2009,Currency,"*$39,375"
County,Kitsap,Asian,2005-2009,Currency,63256
County,Kitsap,Black,2005-2009,Currency,"*$48,649"
County,Kitsap,Hispanic or Latino,2005-2009,Currency,"*$50,313"
County,Kitsap,Multiracial,2005-2009,Currency,68839
County,Kitsap,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$60,950"
County,Kitsap,White Non-Hispanic,2005-2009,Currency,73260
County,Kitsap,American Indian and Alaska Native,2006-2010,Currency,"*$44,375"
County,Kitsap,Asian,2006-2010,Currency,"*$67,643"
County,Kitsap,Black,2006-2010,Currency,"*$46,270"
County,Kitsap,Hispanic or Latino,2006-2010,Currency,"*$50,970"
County,Kitsap,Multiracial,2006-2010,Currency,"*$66,293"
County,Kitsap,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$60,598"
County,Kitsap,White Non-Hispanic,2006-2010,Currency,73687
County,Kitsap,American Indian and Alaska Native,2007-2011,Currency,"*$48,050"
County,Kitsap,Asian,2007-2011,Currency,"*$69,388"
County,Kitsap,Black,2007-2011,Currency,"*$47,044"
County,Kitsap,Hispanic or Latino,2007-2011,Currency,46626
County,Kitsap,Multiracial,2007-2011,Currency,"*$64,347"
County,Kitsap,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$51,493"
County,Kitsap,White Non-Hispanic,2007-2011,Currency,75901
County,Kitsap,American Indian and Alaska Native,2008-2012,Currency,53294
County,Kitsap,Asian,2008-2012,Currency,"*$67,073"
County,Kitsap,Black,2008-2012,Currency,"*$50,777"
County,Kitsap,Hispanic or Latino,2008-2012,Currency,"*$50,765"
County,Kitsap,Multiracial,2008-2012,Currency,"*$61,056"
County,Kitsap,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,"*$51,734"
County,Kitsap,White Non-Hispanic,2008-2012,Currency,77190
County,Kitsap,American Indian and Alaska Native,2009-2013,Currency,"*$53,162"
County,Kitsap,Asian,2009-2013,Currency,"*$72,194"
County,Kitsap,Black,2009-2013,Currency,"*$52,083"
County,Kitsap,Hispanic or Latino,2009-2013,Currency,"*$52,804"
County,Kitsap,Multiracial,2009-2013,Currency,"*$61,917"
County,Kitsap,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$52,938"
County,Kitsap,White Non-Hispanic,2009-2013,Currency,78009
County,Kitsap,American Indian and Alaska Native,2010-2014,Currency,55554
County,Kitsap,American Indian and Alaska Native,2011-2015,Currency,55345
County,Kitsap,American Indian and Alaska Native,2012-2016,Currency,61667
County,Kitsap,American Indian and Alaska Native,2013-2017,Currency,59293
County,Kitsap,Asian,2010-2014,Currency,71250
County,Kitsap,Asian,2011-2015,Currency,75176
County,Kitsap,Asian,2012-2016,Currency,76482
County,Kitsap,Asian,2013-2017,Currency,79150
County,Kitsap,Black,2010-2014,Currency,53834
County,Kitsap,Black,2011-2015,Currency,58944
County,Kitsap,Black,2012-2016,Currency,54022
County,Kitsap,Black,2013-2017,Currency,51298
County,Kitsap,Hispanic or Latino,2010-2014,Currency,55802
County,Kitsap,Hispanic or Latino,2011-2015,Currency,58614
County,Kitsap,Hispanic or Latino,2012-2016,Currency,65056
County,Kitsap,Hispanic or Latino,2013-2017,Currency,64984
County,Kitsap,Multiracial,2010-2014,Currency,54648
County,Kitsap,Multiracial,2011-2015,Currency,58614
County,Kitsap,Multiracial,2012-2016,Currency,66750
County,Kitsap,Multiracial,2013-2017,Currency,73262
County,Kitsap,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,50208
County,Kitsap,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,56000
County,Kitsap,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,80222
County,Kitsap,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,68443
County,Kitsap,White Non-Hispanic,2010-2014,Currency,78620
County,Kitsap,White Non-Hispanic,2011-2015,Currency,78725
County,Kitsap,White Non-Hispanic,2012-2016,Currency,80692
County,Kitsap,White Non-Hispanic,2013-2017,Currency,84740
County,Kitsap,American Indian and Alaska Native,2014-2018,Currency,61976
County,Kitsap,Asian,2014-2018,Currency,78838
County,Kitsap,Black,2014-2018,Currency,50368
County,Kitsap,Hispanic or Latino,2014-2018,Currency,70363
County,Kitsap,Multiracial,2014-2018,Currency,77210
County,Kitsap,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,86288
County,Kitsap,White Non-Hispanic,2014-2018,Currency,87798
County,Kitsap,American Indian and Alaska Native,2015-2019,Currency,72000
County,Kitsap,Asian,2015-2019,Currency,78134
County,Kitsap,Black,2015-2019,Currency,57029
County,Kitsap,Hispanic or Latino,2015-2019,Currency,70941
County,Kitsap,Multiracial,2015-2019,Currency,84417
County,Kitsap,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,92393
County,Kitsap,White Non-Hispanic,2015-2019,Currency,92074
County,Kittitas,American Indian and Alaska Native,2005-2009,Currency,"*$30,547"
County,Kittitas,Asian,2005-2009,Currency,"*$91,182"
County,Kittitas,Black,2005-2009,Currency,"*$157,981"
County,Kittitas,Hispanic or Latino,2005-2009,Currency,"*$40,096"
County,Kittitas,Multiracial,2005-2009,Currency,"*$65,917"
County,Kittitas,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Kittitas,White Non-Hispanic,2005-2009,Currency,59955
County,Kittitas,American Indian and Alaska Native,2006-2010,Currency,"*$30,069"
County,Kittitas,Asian,2006-2010,Currency,"*$91,316"
County,Kittitas,Black,2006-2010,Currency,"*$160,673"
County,Kittitas,Hispanic or Latino,2006-2010,Currency,"*$29,916"
County,Kittitas,Multiracial,2006-2010,Currency,"*$80,083"
County,Kittitas,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Kittitas,White Non-Hispanic,2006-2010,Currency,62407
County,Kittitas,American Indian and Alaska Native,2007-2011,Currency,"*$71,600"
County,Kittitas,Asian,2007-2011,Currency,"*$96,912"
County,Kittitas,Black,2007-2011,Currency,"*$165,565"
County,Kittitas,Hispanic or Latino,2007-2011,Currency,"*$40,893"
County,Kittitas,Multiracial,2007-2011,Currency,"*$118,185"
County,Kittitas,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Kittitas,White Non-Hispanic,2007-2011,Currency,63960
County,Kittitas,American Indian and Alaska Native,2008-2012,Currency,"*$74,076"
County,Kittitas,Asian,2008-2012,Currency,"*$94,167"
County,Kittitas,Black,2008-2012,Currency,"*$41,351"
County,Kittitas,Hispanic or Latino,2008-2012,Currency,"*$43,958"
County,Kittitas,Multiracial,2008-2012,Currency,"*$31,625"
County,Kittitas,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Kittitas,White Non-Hispanic,2008-2012,Currency,63758
County,Kittitas,American Indian and Alaska Native,2009-2013,Currency,"*$75,083"
County,Kittitas,Asian,2009-2013,Currency,"*$74,410"
County,Kittitas,Black,2009-2013,Currency,NA
County,Kittitas,Hispanic or Latino,2009-2013,Currency,"*$53,750"
County,Kittitas,Multiracial,2009-2013,Currency,"*$34,299"
County,Kittitas,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Kittitas,White Non-Hispanic,2009-2013,Currency,64994
County,Kittitas,American Indian and Alaska Native,2010-2014,Currency,75000
County,Kittitas,American Indian and Alaska Native,2011-2015,Currency,62045
County,Kittitas,American Indian and Alaska Native,2012-2016,Currency,64457
County,Kittitas,American Indian and Alaska Native,2013-2017,Currency,64837
County,Kittitas,Asian,2010-2014,Currency,74837
County,Kittitas,Asian,2011-2015,Currency,73043
County,Kittitas,Asian,2012-2016,Currency,53368
County,Kittitas,Asian,2013-2017,Currency,53848
County,Kittitas,Black,2010-2014,Currency,S
County,Kittitas,Black,2011-2015,Currency,S
County,Kittitas,Black,2012-2016,Currency,S
County,Kittitas,Black,2013-2017,Currency,S
County,Kittitas,Hispanic or Latino,2010-2014,Currency,33726
County,Kittitas,Hispanic or Latino,2011-2015,Currency,42333
County,Kittitas,Hispanic or Latino,2012-2016,Currency,44934
County,Kittitas,Hispanic or Latino,2013-2017,Currency,52857
County,Kittitas,Multiracial,2010-2014,Currency,58510
County,Kittitas,Multiracial,2011-2015,Currency,42333
County,Kittitas,Multiracial,2012-2016,Currency,59018
County,Kittitas,Multiracial,2013-2017,Currency,73198
County,Kittitas,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Kittitas,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Kittitas,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Kittitas,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Kittitas,White Non-Hispanic,2010-2014,Currency,66455
County,Kittitas,White Non-Hispanic,2011-2015,Currency,66840
County,Kittitas,White Non-Hispanic,2012-2016,Currency,69948
County,Kittitas,White Non-Hispanic,2013-2017,Currency,71638
County,Kittitas,American Indian and Alaska Native,2014-2018,Currency,88875
County,Kittitas,Asian,2014-2018,Currency,55816
County,Kittitas,Black,2014-2018,Currency,NA
County,Kittitas,Hispanic or Latino,2014-2018,Currency,49625
County,Kittitas,Multiracial,2014-2018,Currency,72188
County,Kittitas,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Kittitas,White Non-Hispanic,2014-2018,Currency,76173
County,Kittitas,American Indian and Alaska Native,2015-2019,Currency,74402
County,Kittitas,Asian,2015-2019,Currency,56645
County,Kittitas,Black,2015-2019,Currency,NA
County,Kittitas,Hispanic or Latino,2015-2019,Currency,63913
County,Kittitas,Multiracial,2015-2019,Currency,67039
County,Kittitas,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Kittitas,White Non-Hispanic,2015-2019,Currency,80449
County,Klickitat,American Indian and Alaska Native,2005-2009,Currency,"*$19,375"
County,Klickitat,Asian,2005-2009,Currency,NA
County,Klickitat,Black,2005-2009,Currency,NA
County,Klickitat,Hispanic or Latino,2005-2009,Currency,"*$27,017"
County,Klickitat,Multiracial,2005-2009,Currency,"*$21,875"
County,Klickitat,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Klickitat,White Non-Hispanic,2005-2009,Currency,48121
County,Klickitat,American Indian and Alaska Native,2006-2010,Currency,"*$18,662"
County,Klickitat,Asian,2006-2010,Currency,"*$83,167"
County,Klickitat,Black,2006-2010,Currency,NA
County,Klickitat,Hispanic or Latino,2006-2010,Currency,"*$25,811"
County,Klickitat,Multiracial,2006-2010,Currency,"*$50,600"
County,Klickitat,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Klickitat,White Non-Hispanic,2006-2010,Currency,47336
County,Klickitat,American Indian and Alaska Native,2007-2011,Currency,"*$18,750"
County,Klickitat,Asian,2007-2011,Currency,"*$85,682"
County,Klickitat,Black,2007-2011,Currency,NA
County,Klickitat,Hispanic or Latino,2007-2011,Currency,"*$30,163"
County,Klickitat,Multiracial,2007-2011,Currency,"*$53,500"
County,Klickitat,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Klickitat,White Non-Hispanic,2007-2011,Currency,48641
County,Klickitat,American Indian and Alaska Native,2008-2012,Currency,"*$18,919"
County,Klickitat,Asian,2008-2012,Currency,"*$88,125"
County,Klickitat,Black,2008-2012,Currency,NA
County,Klickitat,Hispanic or Latino,2008-2012,Currency,"*$33,899"
County,Klickitat,Multiracial,2008-2012,Currency,"*$35,000"
County,Klickitat,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Klickitat,White Non-Hispanic,2008-2012,Currency,45848
County,Klickitat,American Indian and Alaska Native,2009-2013,Currency,"*$28,468"
County,Klickitat,Asian,2009-2013,Currency,NA
County,Klickitat,Black,2009-2013,Currency,NA
County,Klickitat,Hispanic or Latino,2009-2013,Currency,"*$46,750"
